count,asn_no,asn_org
12,24069,Winc Australia Pty Limited
12,1257,TELE2
12,17511,K-Opticom Corporation
12,760,Vienna University Computer Center
12,28299,Cyberweb Networks Ltda
12,199274,"Serveroid, LLC"
12,39326,HighSpeed Office Limited
12,53589,PLANETHOSTER-8
12,197071,active 1 GmbH
12,268,USUHSNET-AS
12,901,FSTRF14541
12,4618,Internet Thailand Company Limited
12,39421,Sapinet SAS
12,16552,TIGGEE
12,201508,Connexin Limited
12,210546,Miglovets Egor Andreevich
12,60707,Kapteyan Bilisim Teknolojileri San. ve Tic. A.S.
12,10755,Dartmouth College
12,43317,Fishnet Communications LLC
12,16591,Google Fiber Inc.
12,23201,Telecel S.A.
12,60362,Alwaysdata Sarl
12,201928,Netiyi Telekomunikasyon Internet. Bilg. Hiz. Tic. San. Ltd. Sti.
12,37671,GLOBALNET-AS
12,36666,GloboTech Communications
12,34590,JSC ER-Telecom Holding
12,3359,U-ALBERTA
12,44285,Sefroyek Pardaz Engineering Co. LTD
12,61317,Ipxo Uk Limited
12,25697,UpCloud USA Inc
12,204770,UAB Cherry Servers
12,211144,Joseph Farnell
12,9371,SAKURA Internet Inc.
12,510,Voya Investment Management LLC
12,6762,TELECOM ITALIA SPARKLE S.p.A.
12,9769,Sejong University
12,50926,"Axarnet Comunicaciones, S.l."
12,42682,JSC ER-Telecom Holding
12,5588,T-Mobile Czech Republic a.s.
12,912,HUT8-EAST
12,139180,"Shandong eshinton Network Technology Co., Ltd."
12,9678,HostingInside LTD.
12,61102,Interhost Communication Solutions Ltd.
12,18176,KOOKMIN UNIVERSITY
12,149925,PT Sakti Wijaya Network
12,267332,PROVEDOR NET MAIS LTDA - ME
12,41798,JSC Transtelecom
12,18413,Great Taipei Broadband Company Ltd.
12,9930,"TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al"
12,15802,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
12,132525,HeiLongJiang Mobile Communication Company Limited
12,131628,"Tai-Fu Cloud Co., Ltd."
12,30602,ISPRIME
12,42244,Hosting Operator eServer.ru Ltd.
12,134543,China Unicom Guangdong IP network
12,10396,"DATACOM CARIBE, INC."
12,29226,JSC Mastertel
12,42868,Niobe Bilisim Teknolojileri Yazilim San. Tic. Ltd. Sti.
12,197400,P.P.U.H OLKO sp. z.o.o
12,136200,CHINANET Guangdong province Foshan MAN network
12,6124,MARIST
12,9260,Multinet Pakistan Pvt. Ltd.
12,131602,"Hsin Yeong An Cable TV Co., Ltd."
12,8739,ICDSoft Ltd.
12,51468,One.com A/S
12,206065,Farabord Dadeh Haye Iranian Co.
12,17534,"NSK Co.,Ltd."
11,61191,"Abazarhaye Farsi Shabakeh (Persian Tools) Co.,LTD."
11,7645,Deakin University
11,56030,Voyager Internet Ltd.
11,5650,"Frontier Communications of America, Inc."
11,24699,Rostelecom
11,398826,OLINK-CLOUD
11,2860,"Nos Comunicacoes, S.A."
11,23393,NuCDN LLC
11,6423,DF-PTL2-3
11,39655,Nrp Network LLC
11,29014,ScaleUp Technologies GmbH & Co. KG
11,134761,CHINANET NINGXIA province ZHONGWEI IDC network
11,28573,Claro NXT Telecomunicacoes Ltda
11,20454,SSASN2
11,140155,The Pinnacle Group Inc
11,398296,DIGITALSYSTEM
11,34282,UKDedicated LTD
11,22773,ASN-CXA-ALL-CCI-22773-RDC
11,60602,Inovare-Prim SRL
11,24631,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
11,23122,DSU
11,3303,Bluewin
11,57152,Teknet Yazlim Ve Bilgisayar Teknolojileri
11,9351,"ZTV CO.,LTD"
11,136557,Host Universal Pty Ltd
11,2107,ARNES
11,20068,HAWKHOST
11,204154,First Server Limited
11,399077,TERAEXCH
11,17609,Silla Univ
11,9829,National Internet Backbone
11,397270,NETINF-TRANSIT-AS
11,56694,LLC Smart Ape
11,210281,WAIcore Hosting LTD.
11,394727,NODISTO
11,35985,ONERINGNET-ATL-1
11,4515,HKT Limited
11,264851,IFOTONCORP S.A.
11,49453,Global Layer B.V.
11,136170,PT. EXABYTES NETWORK INDONESIA
11,42612,DinaHosting S.L.
11,30823,combahton IT Services
11,51089,SnapStack Limited
11,198518,Milichsoft Rafal Miliszewski
11,6471,ENTEL CHILE S.A.
11,212477,RoyaleHosting BV
11,10929,ESTRUXTURE
11,206454,Jawornet Sp. z o.o.
11,201814,MEVSPACE sp. z o.o.
11,6327,Shaw Communications Inc.
11,34931,Awareness Software Limited
11,132335,LeapSwitch Networks Pvt Ltd
11,47447,23media GmbH
11,135752,Evoke Digital Solutions
11,15598,QSC AG
11,988,COMPUTECH-ASN
11,976,CORENET
11,210848,Telkom Internet LTD
11,46015,Exa Bytes Network Sdn.Bhd.
11,208911,Alsycon B.V.
10,211694,Alpes Networks SAS
10,43317,FNK LLC
10,48854,Zitcom A/S
10,209782,Dade Pardazi Mobinhost Company Ltd
10,3784,Pohang University of Science and Technology
10,49774,S.C. Interlink Banat S.R.L.
10,42846,GNET Internet Telekomunikasyon A.S.
10,3,MIT-GATEWAYS
10,38197,Sun Network (Hong Kong) Limited - HongKong Backbone
10,137951,Clayer Limited
10,45820,Tata Teleservices ISP AS
10,47692,Nessus GmbH
10,12576,EE Limited
10,38019,tianjin Mobile Communication Company Limited
10,27323,SERVERSTADIUM
10,4213,EVOCATIVE-GLOBAL
10,400618,PRIME-SEC
10,42632,MnogoByte LLC
10,12179,Internap Corporation
10,33363,"Charter Communications, Inc"
10,17477,Macquarie Telecom
10,140389,PT Dewa Bisnis Digital
10,23237,MCMASTER
10,134413,KMNIX LLC
10,57704,SpeedClick for Information Technology and Communication Ltd
10,29141,Bradler & Krantz GmbH & Co. KG
10,7393,"CYBERCON, INC."
10,204843,Sterly Veri Merkezi Yazilim Ve Siber Guvenlik Hizmetleri A.s.
10,8553,Avensys Networks Ltd
10,32748,Steadfast
10,132147,CT-ShanXi-MAN
10,14576,Hosting Solution Ltd.
10,35908,Krypt Technologies
10,42730,EVANZO e-commerce GmbH
10,58453,"Level 30, Tower 1"
10,4773,MobileOne Ltd. MobileInternet Service Provider Singapore
10,205585,Noyan Abr Arvan Co. ( Private Joint Stock)
10,2527,So-net Entertainment Corporation
10,34984,Superonline Iletisim Hizmetleri A.S.
10,135918,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY
10,5466,Eir Broadband
10,57935,NRP TEKNOLOJi LiMiTED SiRKETi
10,53580,"MARKETO, Inc."
10,202302,NETH LLC
10,21928,T-MOBILE-AS21928
10,210630,IncogNET LLC
10,394432,PEG-SG1
10,22923,Yesup Ecommerce Solutions Inc.
10,62214,Rackforest Zrt.
10,17428,"21Vianet.Co.,Ltd"
10,48605,27Fibre Ltd
10,2895,OOO FREEnet Group
10,25513,PJSC Moscow city telephone network
10,61029,DODW Holding B.V.
10,15874,Interkam Szczepanik Spolka Komandytowa
10,211211,IT-Develop DOO
10,8595,OOO WestCall Ltd.
10,211252,Delis LLC
10,34989,ServeTheWorld AS
10,63199,CDSC-AS1
10,27725,"Empresa de Telecomunicaciones de Cuba, S.A."
10,12660,Sharif University Of Technology
10,33154,DQECOM
10,131642,"Pittqiao Network Information Co.,Ltd."
10,21409,Ikoula Net SAS
10,64398,Nxtservers Srl
10,8445,"SALZBURG AG fur Energie, Verkehr und Telekommunikation"
10,30983,Moroccan Academic Network
10,207633,Kadir Huseyin Tezcan Nosspeed Internet Teknolojileri
10,9329,Sri Lanka Telecom Internet
10,203684,Imen Sanat Novin Alighapoo Private Joint Stock Company
10,11172,"Alestra, S. de R.L. de C.V."
10,265831,SOC. COMERCIAL WIRENET CHILE LTDA.
10,50705,Przedsiebiorstwo Telekomunikacyjne telgam Spolka Akcyjna
10,9147,Homaye Jahan Nama Co. ( Private Joint Stock)
10,852,TELUS Communications Inc.
10,566,Shared Services Canada
10,139080,The Internet Data Center of Sichuan Mobile Communication Company Limited
10,34296,Milleni.com
10,225,VIRGINIA-AS
10,7411,WINTERSTORM
10,201575,TradeZone LLC
10,7586,Cloudfort IT
10,19574,CSC
10,32875,Wowrack.com
10,4665,Yonsei University
10,4658,2012 Limited / Netfront
10,210773,Amirhossein Noori Latif
10,199883,ArubaCloud Limited
10,60558,"Phoenix Nap, LLC."
10,38319,"Lincoln University, Canterbury, New Zealand"
9,210654,Des Capital B.V.
9,42116,JSC ER-Telecom Holding
9,18101,Reliance Communications Ltd.DAKC MUMBAI
9,157,Silicon Graphics International Corp.
9,6503,"Axtel, S.A.B. de C.V."
9,9870,DONG-EUI UNIVERSITY
9,17971,TM-VADS DC Hosting
9,1835,Danish network for Research and Education
9,40824,WZCOM
9,209043,IPRoyal Services FZE LLC
9,203226,Internet-Hosting Ltd
9,204997,Network Management Ltd
9,139220,Sichuan Chuanxn IDC
9,21826,Corporación Telemic C.A.
9,47764,LLC VK
9,3794,TAMU
9,10085,PEER WITH OVERSEA ISP
9,34224,Neterra Ltd.
9,16363,Axialys SA
9,147293,Nearoute Limited.
9,36943,ZA-1-Grid
9,58927,M.D.G. IT Pty Ltd
9,203658,TELENETIKS
9,27997,Coop. Ltda de Electricidad y Servicios Anexos de Huinca Renanco
9,396037,DL-SP
9,134760,"Shijiazhuang IDC network, CHINANET Hebei province"
9,59279,PT Raja Mitra Informatika
9,9931,"The Communication Authoity of Thailand, CAT"
9,2828,XO-AS15
9,58540,"Jinan,250000"
9,11427,Charter Communications Inc
9,31708,Coreix Ltd
9,42724,Talido Bilisim Teknolojileri A.S
9,47302,cyon GmbH
9,27715,Locaweb Servicos de Internet S/A
9,43927,Hosterion Srl
9,45179,SiteHost New Zealand
9,47205,"Telia Lietuva, AB"
9,57311,Fop Iliushenko Volodymyr Olexandrovuch
9,24618,Scientific Production Enterprise Technaukservice Ltd
9,45629,JasTel Network International Gateway
9,36925,ASMedi
9,38794,UIH
9,48635,PCextreme B.V.
9,9891,CS LOXINFO Public Company Limited.
9,34533,JSC ER-Telecom Holding
9,201949,Seed Technologies LTD.
9,14127,ILAND
9,207320,Getmyserv SAS
9,49561,LLC vechir Telecom
9,212607,Saeid Shahrokhi
9,42237,Amati Foundation
9,1103,SURFnet bv
9,763,SQNT-TEAMNET-AS
9,766,Entidad Publica Empresarial Red.es
9,31727,Node4 Limited
9,4528,The University of Hong Kong
9,139524,A C N Fiber Private Limited
9,4835,China Telecom (Group)
9,9500,Vodafone NZ Ltd.
9,140825,Thien Quang Digital technology joint stock company
9,198068,Fastvps Eesti Ou
9,9335,CAT Telecom Public Company Limited
9,139021,West263 International Limited
9,572,Greater Baltimore Medical Center Inc
9,15703,True B.V.
9,13354,ZC38-AS1
9,209371,Enes Koken
9,45454,"Web24 Virtual & Dedicated hosting service provider, Melb, Australia"
9,15924,Vodafone Net Iletisim Hizmetleri Anonim Sirketi
9,3216,PVimpelCom
9,19905,"NeuStar, Inc."
9,46450,PILOT
9,35470,CloudVPS B.V.
8,48716,PS Internet Company LLC
8,59504,Vpsville LLC
8,142616,"Misaka Network, Inc."
8,21050,Fast Communication Company Ltd
8,39383,Annarsy SRL
8,5539,SpaceNet AG
8,197343,Toloe Rayaneh Loghman Educational and Cultural Co.
8,39622,Zergrush Srl
8,58397,PT Infinys System Indonesia
8,14503,STOWERS-RESOURCE-MANAGEMENT
8,34252,Chodkiewicz Krzysztof Edward EDMIRA
8,206216,Advin Services LLC
8,204436,Kualo Limited
8,9416,Hoshin Multimedia Center Inc.
8,1273,CW Vodafone Group PLC
8,32780,"Hosting Services, Inc."
8,29119,ServiHosting Networks S.L.
8,23005,"SWITCH, LTD"
8,264685,REDES DEL OESTE S.A
8,57695,"Misaka Network, Inc."
8,8767,M-net Telekommunikations GmbH
8,208476,"Danilenko, Artyom"
8,58877,Charles Sturt University
8,209243,QuickHostUK Limited
8,35393,CTS Computers and Telecommunications Systems SAS
8,51862,IONOS SE
8,52043,LLC Multiservice
8,41727,JSC ER-Telecom Holding
8,396982,GOOGLE-PRIVATE-CLOUD
8,4725,SoftBank Corp.
8,42910,Equinix Turkey Internet Hizmetleri Anonim Sirketi
8,197988,Solar Communications GmbH
8,26996,RYERSON-UNIVERSITY
8,49791,Newserverlife LLC
8,45365,LG HelloVision Corp.
8,132056,"RM B, 2F 88 KWAI CHEONG ROAD"
8,50360,Tamatiya EOOD
8,140810,Megacore Technology Company Limited
8,135893,La Trobe University
8,36479,SGINET1
8,213035,Des Capital B.V.
8,63734,365 Online technology joint stock company
8,9635,Pusan University of Foreign Studies
8,6423,DF-BVR01
8,29867,FAIRFIELD-UNIVERSITY
8,56899,Granat Ukraine LLC
8,41754,JSC ER-Telecom Holding
8,16625,"Akamai Technologies, Inc."
8,60385,Optima Information Services S.l.u.
8,205712,Parallels Software CP LLC
8,49290,Maniera Service
8,199545,Stacket Group ApS
8,47521,IpHost P.C.
8,24936,Plusinfo OOO
8,44812,Ip Server LLC
8,7162,Universo Online S.A.
8,52030,Server Plan S.r.l.
8,53006,ALGAR TELECOM SA
8,49635,"Silicontower, S.l."
8,53566,GBCAAT
8,55002,"Defense.Net, Inc"
8,15211,SQUARE
8,57286,Gigas Hosting S.A.
8,21859,Zenlayer Inc
8,886,SBH-IX-SERVICES
8,43289,I.C.S. Trabia-Network S.R.L.
8,38372,"Room 203, No.6, PingYuanBei Street, Foshan, GuangDong, China"
8,29773,CARLETON-U
8,200611,itslearning A/S
8,43317,SIA VEESP
8,131618,Carl International Information ltd.
8,209272,Alviva Holding Limited
8,213373,IP Connect Inc
8,24436,University of Queensland
8,41075,ATW Internet Kft.
8,3267,The federal state autonomous educational establishment of additional professional education C
8,7670,"Energia Communications, Inc."
8,34661,TOV TRK Briz
8,28972,"M-SOFT, spol. s r.o."
8,935,PPS-NET-165
8,199215,Ellos AB
8,1736,MU-AS
8,19551,Incapsula Inc
8,607,AS-NICO1
8,15456,InterNetX GmbH
7,6482,THRYV
7,35032,LLC Sip nis
7,135357,"Shenzhen Katherine Heng Technology Information Co., Ltd."
7,6325,ILLINOIS-CENTURY
7,31042,Serbia BroadBand-Srpske Kablovske mreze d.o.o.
7,20093,Total Server Solutions L.L.C.
7,263729,Pedraza Luis Eduardo (DANEZ)
7,201703,Andisheh Sabz Mahan Co. Ltd
7,44220,Parfumuri Femei.com SRL
7,398791,GO-DADDY-COM-LLC
7,20278,"Nexeon Technologies, Inc."
7,44043,H88 Web Hosting S.r.l.
7,398704,STACKS-INC-01
7,57578,"Misaka Network, Inc."
7,35251,HostHub
7,15733,Zumtobel Group AG
7,38478,SunnyVision Limited
7,4616,The Hong Kong Polytechnic University
7,53340,"VegasNAP, LLC"
7,25635,SAIT-AS
7,208308,"Canopy Flow, LLC"
7,22368,TELEBUCARAMANGA S.A. E.S.P.
7,393966,CAPU-NV1-ASN
7,12353,Vodafone Portugal - Communicacoes Pessoais S.A.
7,13559,VIRTUASYS
7,7896,NU-AS
7,208154,ELIN.hu Informatikai Szolgaltato es Tanacsado Kft.
7,38676,flexnetworks
7,73,WASHINGTON-AS
7,38532,Exabytes Network Singapore Pte. Ltd.
7,35415,Webzilla B.V.
7,33724,VOLICO
7,5430,freenet Datenkommunikations GmbH
7,7582,University of Macau
7,25785,REDL-1
7,136522,TAFE NSW
7,17764,Hong Kong Metropolitan University
7,23859,University of New South Wales
7,7573,The University of Tasmania
7,4158,City University of Hong Kong
7,31463,4D Data Centres Limited
7,34718,ist Telekom LLC
7,9732,CENTRAL INTERNET SERVICES
7,12578,SIA Tet
7,9701,viaweb
7,205388,Metaliance ISP Systems e.k
7,1213,HEAnet
7,63473,"HostHatch, Inc"
7,48678,PENTECH BILISIM TEKNOLOJILERI SANAYI VE TICARET LIMITED SIRKETi
7,396949,CLOUDWEBMANAGE-TX
7,55020,IDCCLOUD
7,8342,JSC RTComm.RU
7,200313,Internet It Company Inc
7,41682,JSC ER-Telecom Holding
7,5723,JHU
7,207046,Xtudio Networks S.L.U.
7,14116,INFB-AS
7,9443,Primus Telecommunications
7,18144,"Energia Communications,Inc."
7,33494,IHNET
7,9105,TalkTalk
7,10430,WA-K20
7,30969,Zimbabwe Online (Private) Ltd.
7,136521,TAFE NSW
7,13886,Cloud South
7,44592,SkyLink Data Center BV
7,58931,24.hk global BGP
7,31577,Aire Networks Del Mediterraneo Sl Unipersonal
7,19875,TeraGo Networks Inc.
7,201848,Trader soft LLC
7,543,Hewlett-Packard Company
7,24611,Datacenter Luxembourg S.A.
7,21826,Corporacion Telemic C.A.
7,58487,CV. Rumahweb Indonesia
7,268450,BRNETWORKS TELECOM EIRELI
7,24009,LANLIAN INTERNATIONAL HOLDING GROUP LIMITED
7,18419,DaDa Broadband LTD.
7,198926,Fazel Rezaei Kalantari
7,34549,meerfarbig GmbH & Co. KG
7,5606,GTS Telecom SRL
7,8426,Claranet Ltd
7,33132,FIBERNET-DIRECT
7,51862,Profitbricks GmbH
7,213274,Verinomi Bilisim Tek. San. ve Tic. Ltd. Sti.
7,7497,Computer Network Information Center
7,136165,X4B DDoS Protected Announcements
7,52335,Colombia Hosting
7,49367,Seflow S.N.C. Di Marco Brame' & C.
7,1136,KPN B.V.
7,9433,Massey University
7,139190,Google Asia Pacific Pte. Ltd.
7,5631,Luminet Data Limited
7,13627,AMBYRE
7,42649,Baffin Bay Networks AB
7,11105,SFU-AS
7,28299,IPV6 Internet Ltda
7,394786,AVETRIA-NETWORKS
7,150178,EXABYTE LTD
7,39657,Comeser S.r.l.
7,34968,iunxi B.V.
7,18028,GyeongSang National University
7,26277,PREMIANET
7,138538,VPSOR-GLOBAL
7,4761,INDOSAT Internet Network Provider
7,1124,Universiteit van Amsterdam
7,210542,NPO G-net
7,132721,CLOUD GUARD LIMITED
7,17575,Chung-Ang University
7,239,UTORONTO-AS
7,55803,Hostopia Australia Web Pty Ltd
7,19108,SUDDENLINK-COMMUNICATIONS
7,26206,ASN-UREGINA
7,61112,AKILE LTD
7,34971,Prometeus di Daniela Agro
7,36666,GTCOMM
7,29551,Aixit GmbH
6,2828,"MCI Communications Services, Inc. d/b/a Verizon Business"
6,7029,Windstream Communications LLC
6,198498,DOLNET GROUP sp. z o.o.
6,7246,BMS-AS
6,142594,SpeedyPage Ltd
6,7472,NUS Information Technology
6,9431,The University of Auckland
6,44312,Moving Art Studio ASBL
6,131392,GMO-Z.com Runsystem Joint Stock Company
6,3507,CAPASSOC-AS
6,8966,Emirates Telecommunications Corporation
6,210579,Rackhost Informatikai Zrt.
6,7624,jeonju university
6,52041,"Scaleblade, Ltd."
6,19281,QUAD9-AS-1
6,39543,Tennet Telecom Srl
6,8829,ElmoNet Oy
6,3549,LVLT-3549
6,212506,swizzonic ltd
6,139640,HK NEW CLOUD TECHNOLOGY LIMITED
6,52228,Cable Tica
6,41937,TELEKOM SRBIJA a.d.
6,199653,Aruba SAS
6,9142,The Internexus Group Limited
6,200461,Ian David Klemm
6,4800,PT Aplikanusa Lintasarta
6,262256,Servicios Informaticos Hostname Ltda
6,3265,KPN B.V.
6,14166,Softcom Technology Consulting Inc.
6,59874,"Vinted, UAB"
6,41843,JSC ER-Telecom Holding
6,51819,JSC ER-Telecom Holding
6,49542,ArtPlanet LLC
6,264643,Enredes S.A.
6,212063,Rahkar Pardazesh Khavarmianeh Pjsc
6,29017,Gyron Internet Ltd
6,6659,PlusServer GmbH
6,4755,TATA Communications formerly VSNL is Leading ISP
6,57269,Digi Spain Telecom S.l.u.
6,132874,Universiti Malaysia Sabah
6,802,YORKU-AS
6,6461,Zayo Bandwidth
6,53356,FREE RANGE CLOUD
6,52368,ZAM LTDA.
6,15311,Telefonica Empresas
6,24958,The Bunker Secure Hosting Ltd
6,23714,Keimyung University
6,139989,CV Atha Media Prima
6,7049,Silica Networks Argentina S.A.
6,209425,Kumanova Cable SH.P.K.
6,45399,"Hanjin Information Systems Telecommunication Co., Ltd"
6,207990,HostRoyale Technologies Pvt Ltd
6,37061,Safaricom
6,61400,Start LLC
6,18676,AVAYA
6,852,ASN852
6,44244,Iran Cell Service and Communication Company
6,34427,Comsenso BV
6,35196,Ihor Hosting LLC
6,140683,Starbow Ltd.
6,20161,TeraGo Networks Inc.
6,30674,BAYLORU
6,200083,Sub 6 Limited
6,1742,HARVARD-UNIV
6,41801,Datafon Teknoloji San.Tic.Ltd.Sti.
6,393398,"Dallas Infrastructure Services, LLC"
6,1299,Arelion Sweden AB
6,23576,NAVER Cloud Corp.
6,20756,Nameshield SAS
6,34984,Tellcom Iletisim Hizmetleri A.s.
6,5664,SHERIDAN-NET
6,61468,CEDIA
6,28824,Emp Secure As
6,32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK
6,50543,JSC ER-Telecom Holding
6,32867,LLI-BLK1
6,39737,Net Vision Telecom SRL
6,140107,CITIS CLOUD GROUP LIMITED
6,6848,Telenet BVBA
6,136970,YISU CLOUD LTD
6,61046,HZ Hosting Ltd
6,203727,Daniil Yevchenko
6,18330,HONGIK UNIVERSITY
6,137451,Hong Kong Business Telecom Limited
6,132868,State Library of NSW
6,52284,Panamaserver.com
6,3758,SingNet
6,41369,Advania Finland Oy
6,11989,WEBINT
6,13188,Content Delivery Network Ltd
6,23338,"DCS Pacific Star, LLC"
6,6356,NERDCNET
6,34665,Petersburg Internet Network ltd.
6,200675,Northern Data Services (uk) Limited
6,206,CSC-IGN-AMER
6,21069,METANET AG
6,36031,Q9 Networks Inc.
6,3170,VeloxServ Communications Ltd
6,39582,Grid Bilisim Teknolojileri A.S.
6,135951,Webico Company Limited
6,208425,Osbil Technology Ltd.
6,38096,"Qrixnowoncable, Inc."
6,17054,"CONTINENTAL BROADBAND PENNSYLVANIA, INC."
6,2202,Renater
6,201200,SuperHosting.BG Ltd.
6,45194,Syscon Infoway Pvt. Ltd.
6,211895,Serverius B.V.
6,31445,Fiberax Networking&Cloud Ltd.
6,200719,Miss Hosting AB
6,10429,TELEFONICA BRASIL S.A
6,9323,DONGGUK University
6,27814,Aeprovi
6,55154,MADGEN-01
6,14744,Internap Corporation
6,56420,JSC ER-Telecom Holding
6,9116,B Communications Ltd
6,41227,Insightometrics B.V.
6,24138,China TieTong Telecommunications Corporation
6,9051,IncoNet Data Management sal
6,2852,CESNET z.s.p.o.
6,18450,"WebNX, Inc."
6,3226,OOO NI
6,36817,MCSNET
6,3452,UAB-AS
6,14315,1GSERVERS
6,4764,Aussie Broadband
6,10002,"IGAUENO CABLE TELEVISION CO.,LTD"
6,45459,Web Drive Limited
6,52566,SISALWEB INTERNET
6,6461,ZAYO-6461
6,150315,Virtury Cloud Pakistan
6,19113,DUKE-ENERGY
6,21050,Fast Telecommunications Company W.L.L.
6,38105,SOON CHUN HYANG UNIVERSITY
6,5577,root SA
6,212271,C1V
6,29134,"Webglobe, s.r.o."
6,53755,Input Output Flood LLC
6,39435,JSC ER-Telecom Holding
6,203615,Data Consult Sal
6,9321,Hanyang University
6,207883,LLC Kpd-telecom
6,49335,Mir Telematiki Ltd
6,25826,UOTTAWA
6,31083,Telepoint Ltd
6,17897,asn for Heilongjiang Provincial Net of CT
6,202656,Ivanov Vitaliy Sergeevich
6,26071,LAKEHEAD
6,49877,RM Engineering LLC
6,24482,SG.GS
6,10796,Charter Communications Inc
6,208258,Access2.IT Group B.V.
5,57026,JSC ER-Telecom Holding
5,3661,The Chinese University of Hong Kong
5,21859,ZNET
5,47843,Tose'eh Ertebatat Novin Aria Co Pjs
5,36914,Kenya Education Network
5,45328,"NIPA TECHNOLOGY CO., LTD"
5,131685,Sun Network Hong Kong Limited
5,205007,eServer
5,16475,BROCKU
5,58202,Navitgo LLC
5,38040,TOT Public Company Limited
5,48357,K4X OU
5,918,DFDB-NET
5,5769,VIDEOTRON
5,38084,Ethan Group
5,36369,LIMEWAVE
5,206,Computer Sciences Corporation
5,9050,Telekom Romania Communication S.A
5,209696,NILSAT Ltd.
5,11274,"TierPoint, LLC"
5,16019,Vodafone Czech Republic a.s.
5,59655,Forextime Ltd
5,13445,13445
5,26599,TELEFÔNICA BRASIL S.A
5,34922,CSC Administrative Services Limited
5,2631,DISCOVERY-AS
5,132198,iCore Technology Sdn Bhd
5,55688,PT. Beon Intermedia
5,29903,WRLC-AS
5,12337,noris network AG
5,140599,COMFAC CORPORATION
5,4826,Vocus Connect International Backbone
5,56340,Grand Ltd
5,36354,SherWeb inc.
5,264649,NUT HOST SRL
5,34959,Kviktel LLC
5,7276,UNIVERSITY-OF-HOUSTON
5,17615,Chongju University
5,211056,Amir Hosein Maaref
5,16190,WEB LLC
5,19133,BIRD-HOSTING
5,2586,Elisa Eesti AS
5,30968,OOO National Telecommunications
5,24822,OPC Networks Kft.
5,36850,UNC-CH
5,57010,"IT House, Ltd"
5,42440,Rayaneh Danesh Golestan Complex P.J.S. Co.
5,62292,EZIT Kft.
5,38235,ANGKOR DATA COMMUNICATION
5,60441,ELITKOM Ltd.
5,4775,Globe Telecoms
5,35598,Inetcom LLC
5,211762,Region40 LLC
5,49367,Seflow s.r.l.
5,56577,Relink LTD
5,12996,Domeneshop AS
5,48832,Linkdotnet-Jordan
5,9862,GORayNet
5,22903,"Databank Holdings, Ltd"
5,33561,LUNAVI-WY
5,9754,CHOSUN UNIVERSITY
5,16322,Pars Online PJS
5,132420,"282, Sector 19"
5,7203,"Leaseweb USA, Inc."
5,39368,Idehpardazan-e-Electronic-e-Javanan Co. (Ltd.)
5,43708,METRONET s.r.o.
5,27651,ENTEL CHILE S.A.
5,204915,Hostinger International Limited
5,5404,conova communications GmbH
5,25394,MK Netzdienste GmbH & Co. KG
5,16807,-Reserved AS
5,9457,DREAMLINE CO.
5,147287,DATAPARADISE
5,63447,Gotekky
5,15704,Xtra Telecom S.A.
5,11482,CANISIUS-COLLEGE
5,3778,TEMPLE
5,35938,Computer Methods International Corp.
5,197648,Cloudlayer8 Limited
5,14928,ADAMS-CATV
5,139660,OBHost LLC
5,136657,Mv Net Solutions Pvt. Ltd
5,20546,SOPRADO GmbH
5,29691,Nine Internet Solutions AG
5,24867,Adapt Services Limited
5,44812,IT Expert LLC
5,131717,PT Citra Jelajah Informatika
5,9268,Over The Wire Pty Ltd
5,32432,COFAN
5,48266,Catixs Ltd
5,59615,SIA Serverum
5,58698,1 northfields av
5,141968,PT Industri Kreatif Digital
5,7065,Sonoma Interconnect
5,7195,EDGEUNO SAS
5,32400,"Hostway Services, Inc."
5,8315,Amsio B.V.
5,823,UWO-AS
5,18429,"Extra-Lan Technologies Co., LTD"
5,212728,Psittacus Systems LIMITED
5,200436,Patron Technology Persia Ltd
5,23008,NORC-1
5,20162,UTDALLAS
5,138963,Lockhart Road Municipal Services Building
5,43614,Economia a.s.
5,55293,A2HOSTING
5,29649,Limes sp. z o.o.
5,22552,eSited Solutions
5,137,Consortium GARR
5,62000,Netrix SAS
5,10325,INGRAMMICRO
5,897,TRS-ASN-01
5,32400,HWSERVICES-32400
5,30836,23VNet Kft.
5,13285,TalkTalk
5,34244,Teleservice Bredband Skane AB
5,27609,USC-UNIVERSITY-HOSPITAL
5,35236,2 connect a.s.
5,38732,CMC Telecom Infrastructure Company
5,11377,SENDGRID
5,8167,Brasil Telecom S/A - Filial Distrito Federal
5,53038,WDI SOLUCOES EM TEC INFORMACAO LTDA
5,64425,SKB Enterprise B.V.
5,23724,"IDC, China Telecommunications Corporation"
5,15598,NorthC Deutschland GmbH
5,63801,DODO K.K.
5,38532,USONYX PTE LTD
5,139265,"HONG KONG SPEED NETWORK TECHNOLOGY CO., LIMITED"
5,23764,CTGNet
5,64021,Network-Transit
5,4694,Yahoo Japan Corporation
5,136190,DaLi
5,3900,TEXASNET-ASN
5,56382,vServer.site LTD
5,5384,Emirates Telecommunications Corporation
5,16735,ALGAR TELECOM S/A
5,29405,VNET a.s.
5,132153,"No.3,Shu-Ma Road"
5,394727,"Nodisto IT, LLC"
